1	3.021	0.09092321485737292	0.2490081489086151
2	2.978	0.08702668556253308	0.006276268046349287
3	2.959	0.08680939465288301	0.7179369330406189
4	3.004	0.08777161272302116	0.04738219827413559
5	3.079	0.0864686706269964	0.08145292103290558
6	3.014	0.08673082497013396	0.14358973503112793
7	3.012	0.08610867552111116	0.10931982845067978
8	2.987	0.08657643443801555	0.15479448437690735
9	3.007	0.08802589959778884	0.15790072083473206
10	3.038	0.0844571133771455	0.009531408548355103
11	2.997	0.08934718238422519	0.0004428996762726456
12	3.028	0.08395798949474668	0.01867719180881977
13	2.991	0.08699581024394218	0.002897534752264619
14	2.999	0.08710333518298821	0.00026432768208906054
15	2.991	0.0843698465092831	0.03883232921361923
16	2.992	0.0880762397017493	0.265004962682724
17	2.967	0.08611154974798681	0.1103537380695343
18	2.991	0.08873708920175366	0.0675644651055336
19	3.006	0.08756526708689927	0.05376386269927025
20	2.994	0.08324467550540385	0.27296680212020874
21	3.005	0.0849045051808206	0.12386571615934372
22	2.967	0.08787035336221197	0.39677587151527405
23	2.997	0.08813012538286785	0.1160927414894104
24	2.979	0.08541095363008187	0.058813825249671936
25	3.018	0.0886740322755202	0.09130118042230606
26	2.967	0.08909095913727724	0.00011101887503173202
27	2.975	0.08961793905240176	0.4084404408931732
28	2.963	0.08515091896157082	0.42882731556892395
29	2.919	0.0873839287283422	0.28446871042251587
30	2.958	0.08581447430358115	0.02294142171740532
31	3.019	0.08414125623022271	0.06805694848299026
32	3.045	0.08792482584571895	0.09163976460695267
33	3.022	0.08629973348742176	0.22186152637004852
34	3.022	0.08692320748798915	0.15339811146259308
35	2.954	0.08569104970765609	0.03837340325117111
36	3.037	0.08599231942446953	0.1888207644224167
37	3.004	0.0887910806331357	0.0813470110297203
38	2.989	0.08500535865461664	0.03605162724852562
39	3.012	0.08388506422480699	0.09170898050069809
40	2.973	0.08602580426825433	0.05279916524887085
41	2.999	0.086896438361995	0.10848907381296158
42	2.992	0.08787163364818025	0.10090729594230652
43	3.03	0.08864479680161723	0.7285628318786621
44	3.032	0.08741157818046763	0.09985529631376266
45	2.991	0.085324504100522	0.31031641364097595
46	3.017	0.08852343757446395	0.20153868198394775
47	2.952	0.08908009878755187	0.09791413694620132
48	3.026	0.09135598502561289	0.9236645698547363
49	2.999	0.08874114603722441	0.01690894179046154
50	2.983	0.08872654056143515	0.14384719729423523
